"Geneid","SRR1177963","SRR1177964","SRR1177965","SRR1177997","SRR1177999","SRR1178002","SRR1178014","SRR1178021","SRR1178047"
"13845","NM_001105955",85,65,46,46,66,42,70,77,122
"13846","NM_130409",8203,10656,9908,24302,21737,17735,13629,12258,10033
"13847","NM_001107185",765,816,782,701,747,710,834,1115,1192
"13848","NM_133551",49,42,48,82,78,103,82,53,109
"13849","NM_001271292",38,77,69,90,94,87,64,37,51
"13850","NM_022242",365,489,480,38,40,53,143,412,778
"13851","NM_001105959",28,24,34,55,44,58,48,31,38
"13852","NM_001037192",253,182,188,200,171,166,169,256,263
"13853","NM_001105957",121,136,117,205,262,248,213,212,211
"13854","NM_001048042",0,0,0,0,1,0,0,0,0
"13855","NM_001025717",794,776,737,849,970,1003,1056,1213,1422
"13856","NM_001013984",21,32,37,37,52,50,46,43,51
"13857","NM_053966",783,817,774,623,766,676,987,1063,1480
"13858","NM_019294",0,0,0,1,0,0,1,0,1
"13859","NM_031665",152,148,148,155,177,212,188,246,227
"13860","NM_001109072",0,0,0,0,0,0,0,0,1
"13861","NM_001011906",236,285,325,153,136,113,205,252,270
"13862","NM_001107186",41,32,37,29,30,23,23,49,54
"13863","NM_001100680",279,325,235,274,283,257,251,276,278
"13864","NM_031118",24,21,32,41,36,37,27,48,42
"13865","NM_001107188",49,61,66,39,59,42,40,58,52
"13866","NM_001113775",488,436,462,319,419,355,426,428,584
"13867","NM_001170603",1,0,1,1,0,1,0,0,0
"13868","NM_001107190",54,64,69,90,120,73,83,104,103
"13869","NM_001004208",707,796,629,578,643,625,1260,1060,1628
"13870","NM_001107192",88,104,79,110,108,126,92,118,127
"13871","NM_001108856",132,158,147,158,194,180,163,186,173
"13872","NM_012792",650,628,351,1128,684,1071,516,246,114
"13873","NR_111961",437,491,429,401,427,395,221,455,456
"13874","NM_138538",0,2,1,0,1,0,2,0,0
"13875","NM_001105964",258,225,204,195,237,202,231,354,396
"13876","NM_013113",472,635,495,321,407,380,294,256,375
"13877","NM_001047878",1809,1637,1432,3100,3169,3142,2302,2968,2233
"13878","NM_138532",73,88,106,61,67,69,77,119,150
"13879","NM_170789",0,0,0,0,0,0,0,0,0
"13880","NM_001305159",902,890,718,523,494,477,457,584,479
"13881","NM_021684",825,685,636,15,33,15,69,207,126
"13882","NM_001100639",14,18,14,25,25,19,24,23,18
"13883","NM_001205304",0,0,0,0,0,0,0,0,0
"13884","NM_001109466",0,0,0,0,0,0,0,0,0
"13885","NM_001105967",0,0,0,0,0,0,0,0,0
"13886","NM_019341",22,20,20,47,41,54,83,103,91
"13887","NM_001191931",0,2,0,0,0,1,0,0,2
"13888","NM_001107195",24,37,30,39,65,51,60,21,56
"13889","NM_053843",27,19,27,62,52,80,31,29,31
"13890","NM_001107196",777,884,720,761,883,707,1117,2197,1944
"13891","NM_138922",22,28,39,25,42,34,48,97,41
"13892","NM_139103",127,94,129,129,242,186,148,138,196
"13893","NM_001109076",1,0,0,2,1,0,0,0,0
"13894","NM_031602",6,12,7,7,4,0,2,8,2
"13895","NM_001164726",1,0,1,0,0,0,0,1,1
"13896","NM_019343",15,17,17,10,23,27,5,8,11
"13897","NM_001105974",210,203,135,33,66,56,43,119,20
"13898","NM_001191674",0,0,0,0,0,0,0,0,0
"13899","NM_001107198",6,8,1,6,4,3,9,8,34
"13900","NM_031575",7,22,14,14,20,18,14,15,13
"13901","NM_177929",124,120,117,96,136,109,83,115,125
"13902","NM_001105977",10,7,5,9,9,12,7,10,12
"13903","NM_001025762",37,38,35,28,40,24,28,32,36
"13904","NM_013063",1061,1155,1022,999,1052,826,1339,1929,1823
"13905","NM_031087",271,270,272,471,571,457,719,768,966
"13906","NM_019312",92,84,62,133,176,152,116,116,113
"13907","NM_053657",287,333,302,304,353,262,366,553,403
"13908","NM_012844",338,523,346,826,688,621,5234,4009,5379
"13909","NM_001034090",122,127,73,95,127,106,929,318,219
"13910","NM_001024970",309,295,274,297,246,261,326,477,475
"13911","NM_001105983",36,91,41,73,82,99,51,175,245
"13912","NM_001127600",31,31,36,34,38,28,44,49,81
"13913","NM_001037204",52,54,46,23,22,20,41,62,70
"13914","NM_053947",9,21,15,31,17,19,14,16,18
"13915","NM_001100811",8265,6871,6392,2781,3991,3305,2981,2719,1206
"13916","NM_172042",4,0,0,1,0,1,0,0,0
"13917","NM_172041",0,0,0,0,0,0,0,0,0
"13918","NM_001107199",422,338,323,285,320,305,366,493,640
"13919","NM_206851",185,205,178,181,196,198,483,568,686
"13920","NM_001107201",658,586,832,1016,1160,993,588,702,515
"13921","NM_001107200",10,5,9,6,7,7,8,7,13
"13922","NM_012912",22,24,12,17,13,9,305,284,1142
"13923","NM_031742",2,6,1,7,8,33,4,0,3
"13924","NM_001100841",28,33,32,16,25,26,15,22,51
"13925","NM_001107202",3,6,4,15,9,16,11,9,12
"13926","NM_001105988",1179,1740,1102,1463,2570,1628,1882,1287,1265
"13927","NM_019301",0,0,0,0,0,0,0,0,0
"13928","NM_001005265",0,0,0,0,0,0,0,0,0
"13929","NM_001005330",0,0,0,0,0,0,0,0,0
"13930","NM_001106305",428,679,499,180,290,232,221,283,217
"13931","NM_001271235",46,71,13,6,61,7,42,17,27
"13932","NM_001271042",18,19,13,8,23,11,17,9,10
"13933","NM_001108342",458,459,472,360,473,415,482,770,481
"13934","NM_057108",5,1,1,1,1,1,1,2,4
"13935","NM_001107168",0,0,0,0,0,0,0,0,0
"13936","NM_001008887",0,0,0,0,0,0,0,0,0
"13937","NM_001107167",0,1,0,0,1,0,0,0,0
"13938","NM_153733",0,0,0,1,0,0,0,3,0
"13939","NM_001105948",80,61,81,67,29,49,117,325,283
"13940","NM_021696",0,0,0,0,0,0,0,0,0
"13941","NR_037671",0,0,1,0,0,0,0,0,0
"13942","NM_021762",230,235,203,248,272,215,277,358,373
"13943","NM_139186",499,429,399,249,242,210,508,710,816
"13944","NM_053821",151,132,144,160,182,137,218,243,309
"13945","NM_080771",8,4,5,1,3,2,10,33,33
"13946","NM_001191668",148,164,167,110,111,103,209,229,326
"13947","NM_001037776",64,61,75,53,86,63,64,81,89
"13948","NM_178091",713,1090,686,3733,4795,3900,2274,1230,1895
"13949","NM_001024997",123,134,108,140,178,150,142,223,223
"13950","NM_001006996",309,290,263,172,225,206,359,500,645
"13951","NM_001177819",0,0,0,0,0,0,0,0,0
"13952","NM_001105950",805,908,692,753,815,740,765,758,693
"13953","NM_001100943",0,0,0,0,0,0,0,0,0
"13954","NM_134372",18,13,11,141,217,174,289,279,248
"13955","NR_106676",0,0,0,0,0,0,0,0,0
"13956","NR_031873",0,0,0,0,0,0,0,0,0
"13957","NM_001012025",1413,1448,1399,1882,2008,1771,2218,2720,2800
"13958","NM_017287",73,65,39,56,67,65,98,164,334
"13959","NM_053799",886,949,886,763,789,779,960,1324,1412
"13960","NM_022205",10,9,13,14,14,28,6,24,32
"13961","NM_022269",4,2,1,5,3,0,6,5,8
"13962","NM_012516",5860,6398,8717,11086,11108,9034,6073,4615,3529
"13963","NM_016995",2549,2880,3594,5977,5282,4507,2105,1200,819
"13964","NM_001100788",2,3,4,3,3,4,4,10,3
"13965","NM_001008889",66,55,75,70,62,55,47,101,57
"13966","NM_133311",1,6,0,0,1,0,3,2,0
"13967","NM_001014843",1,10,11,13,18,7,3,3,15
"13968","NM_001143881",0,0,0,0,0,0,0,0,0
"13969","NM_012854",2,1,1,8,2,3,2,1,4
"13970","NM_001017489",398,423,379,393,439,393,569,800,977
"13971","NM_001024767",1,0,0,1,0,2,0,1,6
"13972","NM_001108854",170,120,140,295,541,423,818,748,942
"13973","NM_001289800",0,0,0,0,0,0,0,0,0
"13974","NM_001081451",2,3,0,4,4,5,7,5,9
"13975","NM_017205",0,0,0,0,0,0,0,1,0
"13976","NM_001109328",13,7,6,16,9,15,13,44,142
"13977","NM_012938",11,10,13,34,20,28,6,10,17
"13978","NM_001107172",0,0,0,0,0,1,0,0,2
"13979","NM_001108855",29,32,24,18,30,22,21,36,32
"13980","NM_001109068",683,688,587,1110,1097,1038,990,786,818
"13981","NM_001135868",71,93,62,175,360,366,115,50,86
"13982","NM_001107173",1018,1039,935,927,927,951,1022,1168,1248
"13983","NM_001109069",1,0,2,3,2,2,1,0,2
"13984","NM_001100506",272,270,254,302,451,375,412,475,480
"13985","NR_031797",0,0,0,0,0,0,0,0,0
"13986","NM_001100683",80,94,70,90,143,103,60,13,45
"13987","NM_001305128",37,166,162,127,238,71,62,91,58
"13988","NM_001017490",15,23,17,11,28,23,20,16,12
"13989","NM_001107174",261,251,270,298,314,334,318,346,428
"13990","NM_012884",1,0,0,0,0,0,0,0,1
"13991","NM_001177368",0,0,0,0,0,0,0,0,0
"13992","NM_001012026",231,250,253,298,282,236,330,390,304
"13993","NM_001107175",1130,1294,878,1276,1350,1321,1261,1876,1182
"13994","NM_181692",1,2,2,0,5,6,8,8,9
"13995","NM_001109070",129,51,129,250,267,182,359,250,158
"13996","NM_001108343",1402,1416,1179,1553,2039,1806,1735,1316,959
"13997","NM_001105952",161,185,158,243,312,247,181,209,265
"13998","NM_001271237",12,10,12,17,9,8,22,7,14
"13999","NM_001047902",490,569,508,632,550,507,396,606,622
"14000","NM_001017491",3,4,7,6,6,10,4,4,12
"14001","NM_053385",201,210,212,374,315,349,237,165,269
"14002","NM_001107176",5,4,5,7,6,7,7,19,15
"14003","NM_017259",220,288,172,185,174,168,329,426,1349
"14004","NM_080698",2,7,9,11,3,3,4,8,4
"14005","NM_001309820",0,0,1,0,0,0,0,0,0
"14006","NM_031813",14,3,6,24,11,15,92,71,107
"14007","NM_001270846",0,0,0,0,0,0,0,0,0
"14008","NM_001270848",0,0,0,0,0,0,0,0,0
"14009","NM_001270847",0,0,0,0,0,0,0,0,0
"14010","NM_001079689",0,0,0,0,0,0,0,0,0
"14011","NM_053560",0,0,0,0,0,0,0,0,0
"14012","NM_080409",3,1,3,11,11,8,4,5,4
"14013","NM_017115",0,0,0,0,0,0,0,0,0
"14014","NM_153730",213,254,212,190,208,169,327,295,378
"14015","NR_126578",0,0,0,0,0,0,0,0,0
"14016","NM_001013872",0,0,0,0,0,0,0,0,0
"14017","NM_207587",1088,1178,1022,1181,1428,1229,1802,2055,2166
"14018","NM_001013126",122,123,94,62,99,74,108,161,187
"14019","NR_126577",12,6,5,3,6,5,7,7,11
"14020","NM_001107177",568,535,486,666,668,547,525,749,703
"14021","NM_012665",5,9,3,1,1,2,5,1,0
"14022","NM_001108344",5,6,6,1,6,3,10,5,28
"14023","NM_033099",1,1,3,4,2,1,4,3,8
"14024","NM_001109071",321,330,310,282,343,287,479,602,723
"14025","NM_145784",0,0,0,2,1,0,0,0,1
"14026","NM_001107179",8,8,9,10,10,14,12,9,15
"14027","NM_031097",300,325,308,312,364,312,288,287,340
"14028","NM_001024768",11,21,21,31,25,19,32,44,53
"14029","NM_019351",289,256,278,161,182,169,262,398,346
"14030","NM_001077826",3,4,1,1,3,3,0,5,1
"14031","NM_001107180",522,543,440,404,544,480,471,575,719
"14032","NM_001107942",8,1,2,5,4,2,2,4,7
"14033","NM_017184",0,0,0,0,0,0,0,0,0
"14034","NM_001012206",187,140,135,203,468,284,505,442,962
"14035","NM_012676",1,1,1,3,5,6,2,1,7
"14036","NM_001107181",1,0,1,1,0,0,0,0,0
"14037","NM_001277263",1,0,0,0,0,1,3,0,1
"14038","NM_001105953",0,0,0,0,0,0,0,0,0
"14039","NM_001134502",27,27,20,3,24,35,35,20,28
"14040","NM_001047926",0,0,0,1,0,0,0,0,0
"14041","NM_001105990",14,18,11,26,36,37,23,40,37
"14042","NM_001134503",444,409,407,377,373,349,333,512,535
"14043","NM_001190820",1,2,1,3,2,1,6,1,1
"14044","NM_001005535",0,0,0,0,0,0,0,0,0
"14045","NM_001012030",226,247,271,297,295,271,237,288,276
"14046","NR_031926",0,0,0,0,0,0,0,0,0
"14047","NR_031899",0,0,0,0,0,0,0,0,0
"14048","NR_037358",0,0,0,0,0,0,0,0,0
"14049","NM_001105991",0,0,0,0,0,0,0,0,2
"14050","NM_001108346",172,157,129,197,195,143,208,193,259
"14051","NM_181367",0,0,0,0,0,0,0,0,1
"14052","NM_001191670",61,66,107,78,66,56,50,102,72
"14053","NM_001105956",3231,2927,2592,4645,4671,4186,2637,1921,1793
"14054","NM_001044227",3362,4390,4821,6233,6576,6287,2491,2408,2054
"14055","NM_001024769",156,159,162,141,128,86,150,251,285
"14056","NM_001109492",2,2,1,0,2,4,0,1,1
"14057","NM_001013034",234,312,270,168,224,178,366,424,433
"14058","NM_001107183",27,45,68,58,53,51,50,72,64
"14059","NM_053453",9,23,20,33,18,27,18,11,34
"14060","NM_019336",1,0,1,4,2,4,8,4,25
"14061","NM_001287022",0,0,0,0,0,0,0,0,0
"14062","NM_001047084",24,24,31,40,44,35,18,38,27
"14063","NM_001109538",2,0,1,3,0,0,1,4,4
"14064","NM_001037658",265,238,251,299,294,272,217,230,251
"14065","NR_132640",0,0,0,1,1,0,0,0,0
"14066","NM_017232",1,1,5,8,2,6,4,3,10
"14067","NM_012872",1,0,0,0,1,0,0,2,1
"14068","NM_001105962",102,172,304,626,722,558,455,478,593
"14069","NM_001047085",1357,1520,1268,982,1032,1094,1192,1754,1794
"14070","NM_001105960",287,270,267,271,256,275,253,397,371
"14071","NM_001025667",255,289,220,276,253,255,293,317,386
"14072","NM_001191671",414,487,480,579,511,449,464,806,536
"14073","NM_001105958",121,138,98,86,94,94,125,120,165
"14074","NM_001017492",0,0,0,0,0,0,0,0,0
"14075","NM_001100984",13,10,16,7,13,16,30,77,215
"14076","NM_001191549",549,549,482,503,553,491,538,670,783
"14077","NM_001107184",845,1089,997,659,698,700,730,1009,1167
"14078","NM_001105961",0,1,0,0,0,0,0,0,0
"14079","NM_001077589",42,159,192,46,18,8,9,22,4
"14080","NM_019344",3,4,2,0,0,0,0,0,1
"14081","NM_182673",18,18,37,26,46,31,32,19,29
"14082","NM_198790",16,20,6,6,9,11,0,6,0
"14083","NM_001025137",104,118,106,198,274,224,204,197,406
"14084","NM_001100635",0,3,2,4,6,5,0,1,3
"14085","NR_132127",0,0,0,0,0,0,0,0,0
"14086","NM_001108348",3,3,5,0,0,0,2,1,1
"14087","NM_053431",0,0,0,0,0,0,0,0,0
"14088","NM_001109898",5,6,3,6,5,1,6,4,10
"14089","NM_199100",1082,1173,946,1760,2015,1840,1397,1248,1682
"14090","NM_145092",484,440,364,379,421,398,366,491,490
"14091","NM_001165897",0,0,0,0,0,0,0,0,0
"14092","NM_001165896",0,2,3,1,0,5,13,5,1
"14093","NM_001134740",0,0,0,0,0,0,0,0,1
"14094","NM_001009683",417,547,478,74,211,133,34,63,98
"14095","NM_001107187",828,771,684,603,733,697,491,541,689
"14096","NM_001109383",5,5,5,11,4,9,0,4,3
"14097","NR_027983",30,30,28,23,25,19,20,18,35
"14098","NM_053571",1352,1464,1355,2368,2484,2215,1546,2063,1307
"14099","NM_173115",0,1,0,1,0,0,0,0,1
"14100","NR_032299",0,0,0,0,0,0,0,0,0
"14101","NM_001025126",167,147,144,152,158,170,210,205,254
"14102","NM_013045",0,0,0,0,0,0,0,1,0
"14103","NM_001162898",0,0,0,0,0,0,0,0,0
"14104","NM_001162897",0,0,0,2,2,0,2,0,0
"14105","NM_001107189",1,2,4,1,1,1,1,3,2
"14106","NM_001105963",336,337,292,259,266,267,346,449,377
"14107","NM_001289935",1,1,2,2,4,1,0,3,1
"14108","NM_001034143",318,277,279,308,359,307,244,250,271
"14109","NM_001107191",8,13,15,9,12,5,7,16,19
"14110","NM_001012027",20529,22651,21370,32978,35171,29672,20162,15468,15294
"14111","NM_001244761",0,0,0,0,0,0,0,0,0
"14112","NR_002704",206,265,269,151,144,116,304,491,571
"14113","NM_001033061",0,0,0,0,1,1,0,0,0
"14114","NM_053576",1788,1965,1660,1947,2004,2061,3031,3257,3599
"14115","NM_053552",0,0,0,0,0,0,0,0,3
"14116","NM_012908",1,0,0,1,1,7,2,1,2
"14117","NM_199403",204,217,214,274,279,225,214,361,429
"14118","NM_001012207",176,183,148,255,325,227,259,296,270
"14119","NM_001014130",0,1,0,0,0,0,1,0,0
"14120","NR_031914",0,0,0,0,0,0,0,0,0
"14121","NR_031927",0,0,0,0,0,0,0,0,0
"14122","NR_037396",0,0,0,0,0,0,0,1,0
"14123","NM_001134501",252,284,261,193,232,195,270,438,367
"14124","NM_030865",0,0,0,0,0,2,1,1,1
"14125","NM_144562",0,0,0,0,0,0,0,0,0
"14126","NM_144561",24,53,51,19,41,35,27,18,16
"14127","NM_144737",31,20,33,12,16,24,20,57,16
"14128","NM_053433",2405,2274,2187,2404,2966,2682,1907,2031,1185
"14129","NM_153821",3,3,5,11,2,6,6,3,5
"14130","NM_001100563",41,45,61,60,75,50,66,86,106
"14131","NM_138879",1,2,0,2,0,0,0,1,1
"14132","NM_001017493",60,43,41,52,52,44,42,43,70
"14133","NM_001025668",72,92,76,91,110,73,101,120,102
"14134","NM_013114",29,18,20,79,71,84,32,64,35
"14135","NM_019177",10,16,16,15,9,18,9,23,18
"14136","NM_001017494",105,92,109,108,90,98,125,264,225
"14137","NM_001030024",1544,1443,1478,2962,3029,3010,1769,794,922
"14138","NM_001014131",26,34,34,32,43,25,54,59,90
"14139","NM_001105965",2134,1778,1654,6497,9427,7430,3146,1341,1268
"14140","NM_134361",2,0,1,7,6,10,8,4,8
"14141","NM_001107193",8,8,12,6,11,4,9,12,14
"14142","NM_001109667",178,227,183,171,187,176,221,275,313
"14143","NM_001034011",1121,1205,1078,1683,1845,1639,1645,1921,2028
"14144","NM_001322942",0,0,0,0,0,0,0,0,0
"14145","NM_001077643",53,93,50,18,21,32,26,11,11
"14146","NM_001108349",79,91,94,122,150,150,95,118,152
"14147","NM_001007728",48,62,43,78,81,72,106,78,104
"14148","NM_001105966",1287,2370,1056,1718,1825,1560,2952,2172,2321
"14149","NM_001191829",34,4,22,35,50,16,57,68,51
"14150","NM_001191929",2,1,0,0,0,1,2,1,4
"14151","NM_001108857",0,0,0,0,1,1,0,0,2
"14152","NM_001107194",375,466,304,373,398,374,618,410,789
"14153","NM_001037980",139,171,148,122,129,124,129,142,127
"14154","NM_001102408",19,9,13,7,11,15,28,58,74
"14155","NM_022273",8807,8482,6694,9508,11403,9584,10065,8023,6880
"14156","NM_001191594",663,731,551,719,890,890,572,463,487
"14157","NM_001009631",1552,1669,1322,1048,1201,1123,1508,1573,1434
"14158","NM_001077434",1,1,1,0,0,0,1,0,1
"14159","NM_031765",599,662,643,516,524,522,361,373,376
"14160","NM_001012028",35,13,17,10,22,8,24,18,76
"14161","NM_017214",44,24,20,15,13,46,47,98,85
"14162","NM_001109073",3,1,0,0,0,0,0,0,0
"14163","NM_001177830",22,11,21,23,16,16,33,15,11
"14164","NM_017235",137,145,110,126,140,71,278,149,161
"14165","NM_031764",23,12,9,16,4,10,9,15,20
"14166","NM_017293",158,149,178,163,154,132,128,235,155
"14167","NM_001190459",24,27,45,20,48,33,56,107,84
"14168","NM_001109074",3,0,3,4,3,4,5,11,5
"14169","NM_022248",63,68,43,67,84,80,63,61,58
"14170","NM_175756",739,899,700,749,1245,1126,925,855,841
"14171","NM_207603",45,14,50,106,73,71,59,51,121
"14172","NM_001100682",6,17,6,10,16,13,1,3,9
"14173","NM_001109075",94,70,82,98,131,106,73,66,67
"14174","NM_001135992",24,22,22,66,49,46,43,18,48
"14175","NM_001126093",79,24,8,80,57,106,52,84,110
"14176","NM_001083338",58,72,72,68,91,86,99,164,165
"14177","NM_023959",9,10,15,24,32,25,10,8,28
"14178","NM_001270840",0,0,0,0,0,0,0,0,0
"14179","NM_001270839",0,0,0,0,0,0,0,0,0
"14180","NM_001270838",0,0,0,0,0,0,0,0,0
"14181","NM_001314068",0,0,0,0,0,0,0,0,0
"14182","NM_022941",0,0,0,0,0,0,0,0,0
"14183","NM_013112",1604,2536,1661,10932,15262,7195,7395,5515,3830
"14184","NM_001131001",100,70,128,228,167,228,156,147,268
"14185","NM_017027",0,0,0,0,0,0,0,0,0
"14186","NM_001011907",1790,1864,1599,1612,1841,1712,1521,1529,1469
"14187","NM_001108350",26,17,25,9,16,13,29,20,22
"14188","NM_001127638",111,96,95,113,127,129,113,92,105
"14189","NM_001009539",163,178,151,139,178,162,264,221,312
"14190","NM_001305647",15,21,11,11,5,9,8,5,9
"14191","NM_001305646",0,0,0,0,0,0,0,0,0
"14192","NM_001082580",10,14,14,9,14,15,11,13,12
"14193","NM_182668",0,0,0,0,0,0,0,0,0
"14194","NM_001105968",242,275,215,451,563,522,380,317,388
"14195","NM_031800",262,272,213,285,279,253,298,256,309
"14196","NM_001003709",690,609,566,870,924,846,1053,1407,1222
"14197","NM_001109476",434,462,361,298,311,277,548,691,691
"14198","NM_053796",1231,1188,909,1655,1860,1615,2131,1969,2859
"14199","NM_031777",279,316,261,357,399,392,311,305,392
"14200","NM_001109077",50,34,65,103,98,143,69,63,93
"14201","NM_001034946",0,0,0,0,0,0,0,0,0
"14202","NM_022259",12,8,14,14,0,16,4,4,15
"14203","NM_001191550",14,4,8,18,6,21,6,4,4
"14204","NM_001191673",3,2,5,5,4,7,5,4,4
"14205","NM_001109078",1,2,0,2,3,2,0,2,2
"14206","NM_001191932",5,4,4,10,9,3,9,9,9
"14207","NM_001192006",6,4,12,12,19,16,18,14,18
"14208","NM_174864",864,991,758,1080,1066,938,1067,1133,1254
"14209","NM_001105969",0,0,0,0,0,0,1,0,2
"14210","NM_001105970",0,0,0,0,0,0,0,0,0
"14211","NM_001134777",172,183,182,35,57,40,38,39,34
"14212","NM_001159594",20,20,13,3,20,8,33,7,20
"14213","NM_001107375",762,739,677,343,431,340,281,494,339
"14214","NM_001013231",162,153,110,207,231,196,221,174,369
"14215","NM_001271030",0,0,0,0,0,0,0,0,0
"14216","NM_053834",3,1,1,1,9,3,2,11,4
"14217","NM_012505",3,4,3,5,5,10,0,4,6
"14218","NM_022848",0,0,0,0,0,0,0,0,0
"14219","NM_001014787",38,30,24,38,47,48,65,85,128
"14220","NM_024144",444,426,390,410,368,412,484,661,624
"14221","NM_001107197",36,48,66,10,18,9,7,11,17
"14222","NM_001024882",3,6,4,4,5,5,9,6,5
"14223","NM_001105971",9,2,7,8,8,9,16,8,27
"14224","NM_001013127",431,366,394,470,494,466,636,890,1829
"14225","NM_001105973",13,4,24,26,22,18,15,12,45
"14226","NM_001105972",1,0,0,1,3,1,0,0,2
"14227","NM_001191830",65,72,68,88,80,71,73,116,87
"14228","NM_017096",43176,53141,39470,76206,84452,66702,86590,50479,43544
"14229","NM_017170",2985,3990,2725,9156,6793,6436,3724,2662,2085
"14230","NM_001000499",0,0,0,0,0,1,0,0,0
"14231","NM_001000078",0,0,0,0,0,0,0,0,0
"14232","NM_001000533",0,0,0,0,0,0,0,0,0
"14233","NM_001000079",0,0,0,0,0,0,0,0,0
"14234","NM_001000080",0,0,0,0,0,0,0,0,0
"14235","NM_012724",2,3,3,4,4,3,1,0,1
"14236","NM_001047103",9,8,11,24,33,30,10,25,19
"14237","NM_001012029",45,47,54,126,70,91,66,82,163
"14238","NM_001000081",2,3,7,8,7,8,4,5,3
"14239","NM_001346366",1,0,2,0,0,0,1,0,0
"14240","NM_001000913",6,3,3,9,4,11,1,1,4
"14241","NM_001000082",0,0,1,1,0,1,0,1,0
"14242","NM_001000083",0,0,0,0,0,0,0,0,0
"14243","NM_001000995",0,1,0,0,0,0,0,0,0
"14244","NM_001000912",0,0,0,0,0,0,0,0,0
"14245","NM_001000084",0,0,1,0,0,0,0,0,0
"14246","NM_001000085",0,0,0,0,1,0,0,0,1
"14247","NM_001001109",1,1,2,9,4,6,5,1,5
"14248","NM_001000500",0,0,0,0,0,0,0,0,0
"14249","NM_001000501",0,0,0,0,0,0,0,0,0
"14250","NM_001000911",0,0,0,0,0,0,0,0,0
"14251","NM_001011908",0,4,1,4,5,1,1,1,1
"14252","NM_001000910",0,0,0,0,0,0,0,0,0
"14253","NM_001000086",0,0,0,0,0,0,0,0,0
"14254","NM_001000087",0,0,0,0,0,0,0,0,0
"14255","NM_001000909",0,0,0,0,0,0,0,0,0
"14256","NM_017005",2165,2177,2003,1872,2052,1728,1565,1752,1528
"14257","NM_021593",744,666,575,1663,1863,1866,682,353,449
"14258","NM_001109524",7,14,7,5,3,5,14,22,11
"14259","NM_001191933",4,11,4,13,20,8,16,5,19
"14260","NR_031794",0,0,0,0,0,0,0,0,0
"14261","NM_022678",254,256,238,244,262,282,388,407,498
"14262","NM_001105975",1035,1026,964,1085,1222,1054,1345,1391,1547
"14263","NM_001109549",0,0,0,0,0,1,1,2,2
"14264","NM_001013873",242,209,212,235,277,237,370,506,443
"14265","NM_001105976",440,467,405,294,324,367,345,323,385
"14266","NM_057139",2942,2793,2910,2383,2409,2182,2974,4290,4516
"14267","NM_001008293",547,616,534,387,363,403,576,616,605
"14268","NM_001013985",1357,1573,1078,1321,1486,1315,1196,935,865
"14269","NM_001271270",715,813,695,949,644,565,631,895,766
"14270","NM_001013185",4470,5407,4032,7210,8408,6697,4026,1526,1923
"14271","NM_001105979",0,0,1,0,0,0,0,0,0
"14272","NM_001134496",335,370,267,572,545,479,387,329,310
"14273","NM_001012208",71,79,57,67,76,82,73,126,130
"14274","NM_001109080",0,0,1,1,0,1,0,0,0
"14275","NM_001007556",0,0,0,1,0,0,0,0,0
"14276","NM_001109081",1320,1410,1262,1424,1393,1346,1369,1793,1457
"14277","NM_001105981",179,183,140,128,171,157,270,297,397
"14278","NM_001105980",110,97,98,102,105,76,114,169,202
"14279","NM_001166578",0,0,0,0,0,0,0,0,0
"14280","NM_134453",127,112,106,110,100,94,142,201,222
"14281","NM_001012150",11,21,19,16,22,21,32,16,18
"14282","NM_001126095",253,258,218,226,235,223,320,459,421
"14283","NM_053323",574,696,530,578,567,518,979,942,954
"14284","NM_001107203",183,187,178,158,166,166,179,223,190
"14285","NM_017116",602,610,511,536,591,466,866,1052,1367
"14286","NM_133309",0,0,0,0,0,0,0,0,0
"14287","NM_001170428",0,0,0,0,0,0,0,0,0
"14288","NM_001105982",0,1,2,4,2,1,2,2,2
"14289","NM_001145828",17,14,20,19,8,18,11,7,11
"14290","NM_001025669",458,396,398,428,452,416,435,477,549
"14291","NM_001105734",39,34,20,26,19,17,34,40,82
"14292","NM_001077674",41,45,38,68,62,70,40,44,64
"14293","NM_001100857",2654,2557,2649,3207,3462,2607,2100,2006,1362
"14294","NM_134410",1125,937,992,1380,1565,1343,1187,1353,1133
"14295","NR_032110",0,0,0,0,0,0,0,1,1
"14296","NM_001040154",270,329,302,346,427,322,479,615,760
"14297","NR_032143",1,0,4,1,0,3,1,4,2
"14298","NR_031910",0,0,0,0,1,0,0,0,0
"14299","NM_001024238",5900,5933,7254,3903,4720,4015,7352,10919,10440
"14300","NM_171990",455,462,424,333,402,385,678,850,643
"14301","NM_001105985",621,617,688,1169,1068,955,553,324,469
"14302","NM_001105986",392,328,388,362,332,267,353,432,496
"14303","NM_001009702",152,143,160,101,81,85,221,264,314
"14304","NM_001108858",43,37,20,24,35,30,10,35,32
"14305","NM_001011909",65,80,55,55,62,59,61,70,75
"14306","NM_001100827",85,45,27,15,39,22,50,27,101
"14307","NM_001047927",1,4,2,2,3,3,2,0,3
"14308","NM_001135119",399,427,387,321,385,399,486,529,556
"14309","NM_001109082",0,0,0,2,1,2,2,2,2
"14310","NM_001109084",0,0,0,0,0,0,0,0,0
"14311","NM_001109083",11,8,11,7,11,14,17,15,23
"14312","NM_021865",8,9,9,15,14,20,7,9,14
"14313","NM_001107891",1015,1092,984,1636,1775,1546,1006,833,917
"14314","NM_001007679",6,10,11,16,12,9,19,17,21
"14315","NM_001002851",168,136,139,92,75,84,115,169,200
