"","SRR1177963","SRR1177964","SRR1177965","SRR1178030","SRR1178040","SRR1178056"
"NM_001313942",2.58480730457255,1.27622104117036,4.20685211721439,4.74624040201349,7.38925380308731,6.59874988161692
"NM_001006968",3.87721095685883,3.82866312351107,15.4251244297861,8.13641211773741,5.91140304246985,2.47453120560635
"NM_001108465",42.6493205254471,35.73418915277,28.0456807814292,27.1213737257914,60.5918811853159,71.761404962584
"NM_001134545",14.216440175149,1.27622104117036,9.81598827350023,12.8826525197509,8.86710456370477,13.1974997632338
"NM_139261",264.942748718687,257.796650316412,251.008842993792,335.626999856668,365.029137872513,342.310150108878
"NM_001106225",6.46201826143138,1.27622104117036,1.40228403907146,5.42427474515827,2.95570152123492,4.94906241121269
"NM_001025002",40.0645132208746,7.65732624702215,81.3324742661448,10.1705151471718,26.6013136911143,23.0956245856592
"NM_001108470",11.6316328705765,16.5908735352147,18.229692507929,18.3069272649092,36.2073436351278,26.3949995264677
"NM_001024775",918.898996775543,986.518864824687,935.323454060665,861.781650137021,1059.61899536272,1253.76247750722
"NM_012695",929.238225993833,1017.14816981278,622.614113347729,270.535702914769,70.1979111293294,70.1117174921798
"NM_207591",812.921897288068,811.676582184348,876.427524419664,640.742454271821,1240.65571353836,1394.81075622678
"NM_001271132",1532.79073161152,1545.5036808573,1497.63935372832,2141.23245565123,2157.66211050149,1899.61512217047
"NM_022952",638.447404229421,607.481215597091,580.545592175585,688.204858291956,631.781200163965,636.779363576033
"NM_001100830",722.453641628029,830.819897801903,771.256221489304,846.864894587835,809.862216818369,828.143110142924
"NM_001106229",64.6201826143138,91.8879149642658,74.3210540707875,63.7352282556097,82.0207172142691,44.5415617009142
"NM_001012064",1257.50875367455,1162.6373685062,1041.8970410301,1132.31735305179,943.607710654249,799.27357941085
"NM_001172809",186.106125929224,205.471587628428,222.963162212362,252.22877564986,192.12059888027,221.882964769369
"NM_001135742",487.236176911926,407.114512133344,469.76515308894,454.283009907005,455.178034270178,475.109991476418
"NM_031508",16.8012474797216,10.2097683293629,14.0228403907146,37.9699232161079,25.1234629304968,28.0446869968719
"NM_053628",633.277789620276,707.026456808378,739.00368859066,646.844763360124,702.718036673603,677.196706600937
"NM_021694",912.436978514112,867.830307995844,897.461785005735,928.22901576521,927.351352287457,951.869670423241
"NM_001107493",373.504655510734,520.698184797506,507.626822143869,248.160569590991,331.038570378311,405.823117719441
"NM_173294",9344.07840602978,9852.42643783517,8343.5900324752,20395.2730417951,10232.6386665153,12135.9258760287
"NM_001012065",258.480730457255,266.730197604605,277.652239736149,206.122440316014,223.894390233545,240.029526943816
"NM_017093",1102.42031540019,1301.74546199377,1152.67748011674,1227.24216109206,1080.30890601136,1056.62482479391
"NM_012693",16545.3515565689,16089.3186660347,15270.8731854882,16270.1120981022,15533.6893448501,16505.1231413943
"NM_001100845",1.29240365228628,7.65732624702215,2.80456807814292,12.8826525197509,2.95570152123492,1.64968747040423
"NM_031675",3435.20890777692,3503.22675801263,3683.80017064073,4110.24418814368,4209.65789161884,3867.69227436272
"NM_001082549",16.8012474797216,33.1817470704293,15.4251244297861,8.81444646088219,16.9952837471008,13.1974997632338
"NM_130824",25.8480730457255,12.7622104117036,21.0342605860719,37.2918888729631,37.6851943957453,21.445937115255
"NM_001191623",49.1113387868785,25.5244208234072,37.8616690549295,27.1213737257914,29.5570152123492,43.7167179657121
"NM_001100991",84.006237398608,70.1921572643697,77.1256221489304,56.2768504810171,50.9858512413024,58.5639051993502
"NM_001127579",253.31111584811,200.366703463746,196.319765470005,236.63398575753,250.49570392466,268.89905767589
"NM_001098240",564.780396049103,521.974405838676,594.5684325663,394.615987710264,421.926392156285,423.969679893887
"NM_144749",9.04682556600394,5.10488416468143,8.41370423442877,9.49248080402698,4.43355228185238,7.42359361681904
"NM_172317",9.04682556600394,3.82866312351107,2.80456807814292,4.0682060588687,2.95570152123492,4.94906241121269
"NM_001127599",127.947961576341,163.356293269806,187.906061235576,156.625933266445,150.001852202672,141.873122454764
"NM_001009641",637.155000577135,643.215404749861,639.441521816586,884.156783460799,705.673738194838,680.496081541745
"NM_001106246",206.784584365804,216.957576998961,207.538037782576,149.845589834997,199.509852683357,168.268121981232
"NM_012831",909.852171209539,968.651770248302,898.864069044807,635.996213869808,889.666157891712,867.735609432625
"NM_001106248",378.674270119879,403.285849009833,401.053235174438,372.918888729631,438.921675903386,390.975930485803
"NM_001100821",46.526531482306,34.4579681115997,25.2411127032863,16.2728242354748,10.3449553243222,13.1974997632338
"NM_001107507",505.329828043934,567.918363320809,464.156016932654,332.236828140944,444.833078945856,442.941085803536
"NM_023098",833.600355724649,843.582108213607,990.012531584452,2016.47413651259,3055.4564475766,2486.90386163438
"NM_022797",5.16961460914511,5.10488416468143,7.01142019535731,10.8485494903165,12.5617314652484,4.94906241121269
"NM_001039665",18.0936511320079,16.5908735352147,5.60913615628585,44.072232304411,6.65032842277858,11.5478122928296
"NM_138529",735.377678150892,745.313088043489,1060.12673353803,1914.09095069773,1158.63499632409,731.636393124276
"NM_001107518",377.381866467593,463.26823794484,408.064655369795,400.040262455423,401.236481507641,444.59077327394
"NM_001107520",705.652394148307,828.267455719562,1013.85136024867,894.32729860797,886.710456370477,802.572954351658
"NM_001271493",11.6316328705765,12.7622104117036,1.40228403907146,11.5265838334613,17.7342091274095,18.1465621744465
"NM_001191837",498.867809782503,486.240216685906,593.166148527228,406.142571543726,588.18460272575,470.160929065206
"NM_001141935",12.9240365228628,5.10488416468143,9.81598827350023,5.42427474515827,19.212059888027,9.89812482242538
"NM_001100846",652.66384440457,658.530057243905,674.498622793373,520.052341192049,561.583289034635,751.432642769127
"NM_012999",447.171663691052,488.792658768247,445.926324424725,682.780583546798,1333.76031145726,1439.35231792769
"NM_001014020",131.8251725332,148.041640775762,147.239824102503,72.5496747164919,100.493851721987,115.478122928296
"NM_001108915",69.789797223459,62.5348310173475,51.8845094456441,83.3982242068085,67.2422096080945,61.8632801401587
"NM_153300",80.1290264417492,66.3634941408586,100.964450813145,128.826525197509,124.139463891867,124.551404015519
"NM_001191624",193.860547842942,162.080072228635,124.80327947736,311.217763503456,208.376957247062,208.685465006135
"NM_001108486",392.890710295028,357.3418915277,351.973293806937,365.460510955039,516.508840835803,409.122492660249
"NM_001025681",387.721095685883,329.265028621952,332.341317259936,188.49354739425,368.723764774057,291.169838526347
"NM_052807",12.9240365228628,7.65732624702215,9.81598827350023,8.13641211773741,22.1677614092619,13.1974997632338
"NM_001191625",50.4037424391648,75.2970414290511,54.689077523787,77.2959151185054,65.0254334671683,75.0607799033925
"NM_001107523",1037.80013278588,1087.34032707715,1057.32216545988,772.959151185054,924.395650766222,706.066237333011
"NM_001107527",164.135263840357,191.433156175554,164.067232571361,246.804500904701,249.756778544351,221.058121034167
"NM_001115039",408.399554122464,395.628522762811,365.996134197651,313.929900876035,271.924539953613,301.892807083974
"NM_001191949",27.1404766980118,33.1817470704293,51.8845094456441,4.0682060588687,1.47785076061746,3.29937494080846
"NM_001108489",325.685720376142,285.87351322216,368.800702275794,390.547781651396,532.026273822286,392.625617956207
"NM_001106272",765.102962153476,844.858329254777,722.176280121803,899.751573353129,1001.24389031833,921.350452220763
"NM_198767",638.447404229421,649.596509955712,581.947876214657,760.754533008448,826.85750056547,794.324516999637
"NM_053309",90.4682556600394,119.964777870014,107.975871008503,153.913795893866,133.006568455572,164.968747040423
"NM_001011932",1273.01759750198,1197.0953366178,1124.63179933531,882.800714774509,928.829203048075,885.05732787187
"NM_001107533",23.263265741153,37.0104101939404,49.0799413675012,48.8184727064245,81.2817918339604,55.2645302585417
"NM_001107534",279.159188893836,234.824671575346,263.629399345435,294.266904924836,206.899106486445,211.984839946944
"NM_001105749",45.2341278300197,51.0488416468143,39.2639530940009,72.5496747164919,86.4542694961215,57.7390614641481
"NM_001170432",320.516105766997,257.796650316412,265.031683384506,333.592896827234,94.5824486795175,73.4110924329883
"NM_001007630",890.466116425245,936.746244219043,862.404684028949,1151.30231465984,1364.05625204992,1390.68653755077
"NM_053524",109.854310444334,98.2690201701176,120.596427360146,452.926941220716,974.642576627216,857.8374846102
"NM_145774",160.258052883498,190.156935134383,176.687788923004,398.684193769133,169.952837471008,115.478122928296
"NM_001013897",297.252840025844,290.978397386842,274.847671658007,301.047248356284,293.353375982566,355.507649872112
"NM_001108491",116.316328705765,132.726988281717,117.791859282003,263.755359483321,62.8086573262421,60.2135926697544
"NM_001024885",209.369391670377,214.40513491662,218.756310095148,185.103375678526,172.169613611934,155.8954659532
"NM_017198",127.947961576341,119.964777870014,113.585007164788,147.811486805563,163.302509048229,146.822184865977
"NM_053417",23.263265741153,29.3530839469182,23.8388286642148,33.2236828140944,50.2469258609937,37.1179680840952
"NM_001034921",166.72007114493,158.251409105124,199.124333548148,134.250799942667,150.740777582981,111.353904252286
"NM_001108493",84.006237398608,114.859893705332,74.3210540707875,141.70917771726,91.6267471582826,87.4334359314242
"NM_153473",102.099888530616,94.4403570466065,95.3553146568594,89.5005332951115,155.174329864833,127.025935221126
"NM_012910",36.1873022640158,61.2586099761772,67.3096338754302,72.5496747164919,91.6267471582826,71.761404962584
"NM_017204",14.216440175149,17.867094576385,22.4365446251434,20.3410302943435,7.38925380308731,7.42359361681904
"NM_080786",2167.36092488409,2251.25391662451,2092.20778629462,4447.90529102978,3738.96242436218,4037.61008381435
"NM_053366",1275.60240480656,1198.37155765897,1266.26248728153,1319.45483175975,1615.29088135489,1780.01278056616
"NM_001191602",264.942748718687,205.471587628428,266.433967423578,181.713203962802,209.115882627371,232.605933326997
"NM_001108494",553.148763178527,506.659753344632,601.579852761657,713.970163331458,662.816066136931,607.084989108757
"NM_001107539",922.776207732402,1054.15858000672,789.485913997233,1137.74162779695,1301.24759472367,1409.65794346042
"NM_031074",2686.90719310317,2632.84400793445,2482.04274915649,1392.00450647624,2663.82599601297,1809.70715503344
"NM_001107540",235.217464716102,220.786240122472,224.365446251434,236.63398575753,178.081016654404,182.290465479667
"NM_001108496",593.213276399401,558.984816032617,579.143308136514,736.345296655236,815.773619860839,813.295922909286
"NM_033234",2707.58565153975,3660.20194607659,5081.87735759498,5163.23152304753,4282.07257888909,5022.47350364568
"NM_001100582",656.541055361429,791.257045525622,739.00368859066,1125.53700962034,1098.78204051908,707.715924803415
"NM_001106290",1632.30581283757,1688.44043746838,1813.1532625194,991.286209677674,859.370217299054,1077.24591817396
"NM_001107547",802.582668069778,828.267455719562,804.911038427019,812.285143087451,769.221320901389,729.986705653872
"NM_001134970",610.014523879123,661.082499326246,715.164859926445,585.143638133949,690.895230588663,621.107332607193
"NM_031544",10.3392292182902,15.3146524940443,18.229692507929,21.0190646374883,14.7785076061746,22.2707808504571
"NM_001106288",444.586856386479,463.26823794484,492.201697714083,677.356308801639,722.669021941939,657.400456956086
"NM_001079884",45.2341278300197,37.0104101939404,58.8959296410014,54.2427474515827,75.3703887914905,94.0321858130412
"NM_001139508",253.31111584811,283.32107113982,298.686500322221,569.548848241619,232.022569416941,262.300307794273
"NM_001198589",96.9302739214708,65.0872730996883,103.769018891288,80.6860868342293,59.8529558050072,98.9812482242538
"NM_020656",303.714858287275,324.160144457271,342.157305533437,367.494613984473,258.623883108056,284.57108864473
"NM_001014022",86.5910447031806,93.1641360054361,82.7347583052162,73.9057434027815,86.4542694961215,75.8856236385946
"NM_017229",1035.21532548131,1177.95202100024,903.070921162021,1157.40462374815,1018.23917406543,726.687330713064
"NM_001106285",162.842860188071,225.891124287153,225.767730290505,355.968030151012,180.29779279533,137.748903778753
"NM_080781",1722.77406849761,1725.45084766232,1707.98195958904,1993.42096884567,1779.33231578342,2127.27199308626
"NM_001013434",228.755446454671,209.300250751939,203.331185665362,261.043222110742,390.15260080301,389.326243015398
"NM_001108500",575.119625267393,594.719005185387,768.451653411161,529.544821996076,710.846215856999,712.664987214628
"NM_001108501",85.2986410508943,94.4403570466065,95.3553146568594,74.5837777459263,91.6267471582826,78.360154844201
"NM_001079706",33.6024949594432,43.3915153997922,42.0685211721438,29.8335110983705,21.4288360289532,9.07328108722327
"NM_144748",452.341278300197,662.358720367416,580.545592175585,319.354175621193,200.987703443975,414.896398806664
"NM_017100",33.6024949594432,29.3530839469182,15.4251244297861,35.2577858435288,13.3006568455572,6.59874988161692
"NM_001107548",121.48594331491,96.9927991289472,99.5621667740738,33.9017171572392,90.8878217779739,74.2359361681904
"NM_001159493",81.4214300940354,81.6781466349029,95.3553146568594,60.3450565398858,45.8133735791413,65.9874988161692
"NM_001134574",261.065537761828,287.149734263331,291.675080126864,261.043222110742,359.117734830043,333.236869021655
"NM_001011935",1151.53165418707,1047.77747480086,1156.88433223396,1174.35548232677,964.297621302894,1062.39873094032
"NM_001012469",12.9240365228628,12.7622104117036,9.81598827350023,8.13641211773741,32.5127167335841,24.7453120560635
"NM_001009645",78.8366227894629,35.73418915277,37.8616690549295,54.2427474515827,14.7785076061746,8.24843735202115
"NM_001109154",18.0936511320079,11.4859893705332,16.8274084688575,24.4092363532122,45.8133735791413,38.7676555544994
"NM_198736",50.4037424391648,53.601283729155,47.6776573284297,43.3941979612662,33.9905674942016,19.7962496448508
"NM_001109156",236.509868368389,276.939965933968,283.261375892435,263.755359483321,113.794508567545,139.398591249158
"NM_001107552",131.8251725332,98.2690201701176,110.780439086645,164.084311041038,152.957553723907,136.924060043551
"NM_001039608",385.136288381311,364.999217774722,417.880643643296,354.611961464722,435.227049001842,446.240460744344
"NM_001191631",2.58480730457255,14.0384314528739,7.01142019535731,2.71213737257914,5.91140304246985,6.59874988161692
"NM_022849",329.562931333001,206.747808669598,340.755021494365,448.858735161847,442.61630280493,505.629209678897
"NM_001004415",52.9885497437374,44.6677364409625,47.6776573284297,6.78034343144784,2.95570152123492,1.64968747040423
"NM_001107555",169.304878449502,179.947166805021,143.032971985289,187.815513051105,211.332658768297,250.752495501443
"NM_001009706",1460.41612708349,1341.30831427005,1055.91988142081,867.883959225324,620.697319459334,657.400456956086
"NM_001012068",187.39852958151,191.433156175554,194.917481430933,122.724216109206,74.6314634111818,127.025935221126
"NM_001143858",581.581643528825,616.414762885283,576.338740058371,588.533809849673,534.981975343521,522.950928118141
"NM_053767",11.6316328705765,6.38110520585179,23.8388286642148,27.1213737257914,37.6851943957453,25.5701557912656
"NM_012861",341.194564203577,250.13932406939,215.951742017005,196.629959511987,236.456121698794,204.561246330125
"NM_001025058",10.3392292182902,6.38110520585179,2.80456807814292,0.678034343144784,5.91140304246985,5.77390614641481
"NM_031811",1665.90830779701,1504.66460753985,1298.51502018017,1731.02167804863,841.636008171644,900.72935884071
"NM_001033691",147.334016360636,80.4019255937326,365.996134197651,258.331084738163,376.851943957453,435.517492186717
"NM_001015024",34.8948986117295,22.9719787410664,37.8616690549295,76.6178807753606,43.5965974382151,54.4396865233396
"NM_181480",420.03118699304,501.554869179951,396.846383057224,444.790529102978,365.768063252822,376.128743252165
"NM_001106319",722.453641628029,872.935192160525,849.784127677306,490.896864436824,549.760482949696,553.470146320619
"NM_001107564",24.5556693934393,25.5244208234072,23.8388286642148,50.174541392714,31.0348659729667,36.2931243488931
"NM_001108512",573.827221615107,634.281857461668,579.143308136514,632.606042154084,712.324066617616,627.70608248881
"NM_001106321",1430.69084308091,1457.44442901655,1313.94014460996,4684.53927678731,2344.6102317196,2444.83683113907
"NM_001287134",1646.52225301272,1671.84956393317,1670.12029053411,1861.20427193243,1954.45763091659,1890.54184108325
"NM_001006998",19.3860547842942,16.5908735352147,14.0228403907146,27.7994080689361,25.1234629304968,5.77390614641481
"NM_001108515",1541.83755717753,1401.29070320505,1395.2726188761,1667.96448413617,1877.60939136448,1857.54809167516
"NM_019167",2518.89471830595,2010.04813984331,2296.94125599905,1113.33239144374,2523.43017375432,2144.5937115255
"NM_172327",230.047850106957,268.006418645775,255.215695111006,271.213737257914,277.835942996083,365.405774694537
"NM_133424",21.9708620888667,10.2097683293629,15.4251244297861,10.1705151471718,2.95570152123492,3.29937494080846
"NM_134406",82.7138337463217,57.4299468526661,81.3324742661448,69.8375373439128,137.440120737424,104.755154370669
"NM_001108516",585.458854485683,511.764637509314,544.086207159727,505.135585642864,582.27319968328,588.113583199108
"NM_001008305",373.504655510734,390.52363859813,374.40983843208,265.789462512755,370.940540914983,404.173430249037
"NM_053610",2357.34426177017,2297.19787410664,2665.74195827485,2503.30279489054,3371.71651034874,3572.39821716036
"NM_001082977",76.2518154848903,74.0208203878808,75.7233381098589,124.75831913864,138.179046117733,116.302966663498
"NM_001011939",962.840720953276,1091.16899020066,1064.33358565524,1486.25128017337,1124.64442882989,1085.49435552598
"NM_139337",621.646156749699,633.005636420498,486.592561557797,621.079458320622,484.735049482527,464.387022918791
"NM_021699",310.176876548706,271.835081769286,309.904772634793,248.160569590991,261.579584629291,247.453120560635
"NM_001109161",109.854310444334,117.412335787673,116.389575242931,124.080284795496,103.449553243222,89.0831234018285
"NM_134379",377.381866467593,909.945602354465,490.799413675012,1781.19621944135,2701.51119040872,2020.86715124518
"NM_138908",152.503630969781,94.4403570466065,116.389575242931,25.087270696357,39.9019705366715,34.6434368784888
