"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NM_181363",154.629180206388,0.502711314821373,0.214325995494338,0.00116264782590347,0.0443950162125176
"NM_001106430",1102.18400717718,0.94302883973447,0.329298310005602,0.000171648556460284,0.0140712759175804
"NM_001108552",844.060008812582,-0.455041830030901,0.139677781399072,9.34774249176283e-05,0.00984422253447158
"NM_199091",1863.72249334481,-0.46814871484395,0.178534471394963,0.000625300613313444,0.0306312032258136
"NM_053599",1116.63794768258,0.690930650800779,0.304764167006175,0.000992927749401097,0.0409631840867058
"NM_173094",45313.6492100556,-0.725096081565436,0.346940040109662,0.00134658027939573,0.0491935446476195
"NM_001014041",117.909072015515,-1.04786269931195,0.321237571099966,4.70486728600159e-05,0.00650055830015886
"NM_012716",2924.40775944757,-0.789374040610498,0.310287430776214,0.000446321232579155,0.0242748741547507
"NM_001024304",887.883143654266,0.521763733219474,0.18707688077486,0.000347190253319951,0.02120247131289
"NM_012804",5565.65326938784,-0.894181625815571,0.386169091918174,0.000727572024133052,0.0333661434216251
"NM_001107727",6044.33251855268,-0.54566646303969,0.160747399490845,5.56373001042062e-05,0.00722413473762687
"NM_134329",204.697558154064,-1.52241013940319,0.235094615099588,4.62874782822296e-12,6.23550191809486e-09
"NM_019286",14073.202969267,-0.609831511680007,0.227771401550646,0.000415074307404946,0.0236680201635085
"NM_001034927",653.669635836204,-0.646522347725434,0.272341390783924,0.000800471897979934,0.0355162754939282
"NM_012736",125.263560357542,-1.11561871623785,0.509615884928774,0.000859011126059036,0.0371865566662373
"NM_012592",3286.06746787441,0.699434415158075,0.319156410046513,0.00116579656566229,0.0443950162125176
"NM_173109",415.293976870381,-1.35279961694453,0.450632675439068,9.5317042782337e-05,0.00984422253447158
"NM_022866",793.675167733672,-2.44604806306591,0.382741190329809,7.19954684276158e-12,8.62105736938239e-09
"NM_001134516",156.308327864861,-1.01610323347901,0.491273504862654,0.00115445051450976,0.0443950162125176
"NM_144738",4948.9001440534,-1.44273911993697,0.451203068290799,5.02823364465722e-05,0.00677365924855885
"NM_171983",3342.57069000496,-0.73041500503024,0.236750846554609,9.69379050613354e-05,0.00984422253447158
"NM_001004085",1275.17593670041,-0.0928131850087382,0.194483152174446,0.000215258571428642,0.0154644381715473
"NM_001047912",60.4963900541809,0.924691159683698,0.341991312015063,0.000279579344102698,0.0187144508782284
"NM_001044276",96.7733970551585,1.70215732511983,0.471776664437633,1.23200461527556e-05,0.00232935328751311
"NM_001013916",5588.1982812463,-0.374707715816927,0.142552688999305,0.000854392967035052,0.0371865566662373
"NM_053826",807.616092828286,0.624530966632317,0.228160096428846,0.000330527353649092,0.0208309549138963
"NM_001109202",293.777385186614,0.795544883482383,0.188392042666904,1.33803188663681e-06,0.000360499241057123
"NM_017016",61.7719377583983,-1.89544077937867,0.5182009521219,9.9428957150932e-06,0.0019843442059548
"NM_001108599",636.87226196227,0.600640413096628,0.186212358656408,7.64104161114409e-05,0.00904917642234064
"NM_001108965",194.710523211118,-1.02044189668592,0.388336402949737,0.000311764902097899,0.0198810079876276
"NM_001107896",863.901830328061,-0.561362483223651,0.179852880016955,0.000116182551692022,0.0112801744106749
"NM_001013087",124.881063655966,-1.11212100242977,0.27604681799565,2.59361364324019e-06,0.000621141649626656
"NM_133401",224.726306427707,-1.17329714102516,0.444484245373678,0.000285050897004236,0.0189629229445349
"NM_001004086",5034.9268669136,0.481603501376068,0.173425356086086,0.000398592329414959,0.022849093266516
"NM_181381",242.745474017246,0.874406025637636,0.311302917451271,0.000210659930698407,0.0154644381715473
"NM_031599",341.376335406594,0.410177355869731,0.170087960431436,0.00132746736086261,0.0491619097869979
"NM_001009658",632.438740866415,0.856687800201962,0.294514125248925,0.000158672472120336,0.0136801058563269
"NM_130736",56.0706019722588,0.892004693156862,0.421802263299089,0.00115861548708295,0.0443950162125176
"NM_012690",2892.95944391308,-1.16985168221136,0.439472927412622,0.000264094423784947,0.0181283159562444
"NM_021266",936.122609184842,-0.907068207936624,0.388655378906138,0.000685228970253738,0.0322476533293648
"NM_053356",1187.29039666031,0.689309844382031,0.220988624514471,9.61438495515525e-05,0.00984422253447158
"NM_001109459",603.329628215593,3.23728791476539,0.333553721707673,1.50834688809225e-23,4.06386360324255e-20
"NM_001109227",270.866648667891,1.15841294186986,0.298123159278506,4.59739855304737e-06,0.00101114620828962
"NM_001109022",437.005354983252,-3.58259346553739,0.54109860587447,1.50817176415832e-12,2.32193815747632e-09
"NM_012778",335.306058366016,0.949271169948812,0.183800615617363,1.30676630138928e-08,7.41211601582749e-06
"NM_139107",4637.97645785164,-0.64037200173806,0.170823622621197,1.07685661492192e-05,0.00208678017855526
"NM_022635",265.65757172751,-1.44099191158561,0.242935382642872,1.43971877843054e-10,1.10827494822471e-07
"NM_138502",1061.23425728792,-1.31784528802417,0.262454051061659,2.37140349708198e-08,1.16166434036602e-05
"NM_001109252",570.095663253759,-0.896539070269108,0.256066564446952,2.14426236284839e-05,0.00350132052794198
"NM_031548",107.76014207426,-1.39735111119709,0.367399017460949,5.92053651399608e-06,0.00125109062767325
"NM_001191863",3848.17555075104,-0.490421276376893,0.17396181691246,0.000336667805134774,0.0208521203214796
"NM_001044294",3653.36716959078,-0.792586722083879,0.357462116684597,0.000946138033931598,0.0399863905556111
"NM_013089",1217.9644111489,-0.902077711404537,0.245092042213451,1.08434341652681e-05,0.00208678017855526
"NM_019340",557.086125328173,-1.00583406402318,0.308047004968961,4.62232268231345e-05,0.00646945085029766
"NM_001271224",244.385272440937,0.761073418731791,0.255830868532921,0.000140925566283606,0.0127626456120876
"NM_001107902",69.905774513081,0.75673280165625,0.311179080992155,0.000632578485435246,0.0306959199561638
"NM_138873",929.843027214755,-1.00973817139524,0.501924162736411,0.00127118118849776,0.0477335180085029
"NM_030996",3997.70096992859,0.3797808091994,0.134060723008689,0.000483203822586393,0.0255268999804586
"NM_001014063",3198.57205476463,-0.597417887064584,0.236117748987829,0.000599538220569063,0.0299130713105222
"NM_001007144",5720.51319697832,-1.12445438040182,0.416885248404493,0.000243974279773677,0.0170734468384475
"NM_012930",2445.09731616133,-0.935170874694545,0.353896757285816,0.000308634109375809,0.0198810079876276
"NM_175837",10428.7628986377,-0.0616889041891981,0.166673693499094,0.00114566268500565,0.0443950162125176
"NM_022187",70.6991253930095,-1.04266925356615,0.474263745060473,0.000882285314609699,0.0378339360625455
"NM_001044275",522.941207270827,-0.440698505813953,0.154413035187661,0.000356711586670091,0.02120247131289
"NM_001034081",1121.16170982532,-0.778291396343298,0.375639026706119,0.00133363894520737,0.0491935446476195
"NM_013059",164.272099455807,-0.698893011350096,0.273501800120206,0.000488416812580607,0.0256007360070525
"NM_001013936",29.9771981973587,-0.0905269471125585,0.190842890298024,0.000969370100179105,0.0404918665489543
"NM_053827",1053.0547024401,-0.534540849112447,0.211629052639379,0.000669189522371009,0.0319108649672228
"NM_001191576",83.0582885121248,-0.782569164133194,0.307433757539463,0.000468988078855986,0.0249733305050589
"NM_001305435",2132.29784239274,1.2046993597109,0.589566573699611,0.00113471368314492,0.0443950162125176
"NM_001025773",167.360879477065,1.79303993485453,0.630302358347884,0.000145459624657779,0.0129546495523798
"NM_001135899",6240.34054328694,-0.507725412646692,0.170030408745478,0.000200912588546325,0.0151415032640821
"NM_172034",95.9099347283675,1.12811727418989,0.273409420951444,1.73701495450808e-06,0.000435344422435665
"NM_001134557",12.7801223587695,-2.34383816344893,0.921779278460656,0.000470407914310749,0.0249733305050589
"NM_001013243",83.4688436482223,-2.04247995751925,0.585212442507705,1.74495665845056e-05,0.00308285211608553
"NM_001037354",146.766864005268,-1.13784737701968,0.481419808424007,0.000574567278691225,0.0289368576586107
"NM_199495",826.645035401497,0.484064366437326,0.159495717596968,0.000181463453708772,0.014274683508171
"NM_001195505",27.149555708282,1.49800132931095,0.432340297686798,2.22127162671758e-05,0.00357293198822916
"NM_001109440",1101.97829670253,-2.80439181588131,0.514174951588433,2.00892489799376e-09,1.27354021327522e-06
"NM_138907",1538.6448885496,-0.0761877527530204,0.178010436519956,0.000206252425845009,0.015435988842581
"NM_001108041",730.765417944847,-0.0763671166980122,0.178270345572824,0.000174960654445186,0.0140712759175804
"NM_175761",1606.9056256547,-1.18140557079416,0.194087110828234,5.69094216064751e-11,5.11094030544152e-08
"NM_053311",664.660174106624,-0.435258972573804,0.178410716922204,0.00111750189004361,0.0443950162125176
"NM_199208",3487.118836464,-1.14546826778357,0.379392165542053,9.77388708535269e-05,0.00984422253447158
"NM_001130989",2560.53176884813,-0.428719995289327,0.176199561385503,0.00115920034258593,0.0443950162125176
"NM_017125",639.121499659991,-0.71967900820929,0.24869772545933,0.000183448295306422,0.014326248395053
"NM_001012115",8766.94318391362,-1.06180102560068,0.35668667613524,0.000111866142482684,0.010959831068508
"NM_001033870",21.1984499081768,1.06451926530358,0.503581042603889,0.00110582624274358,0.0443029346395821
"NM_001106768",541.778520020583,0.403781991126536,0.148748001159273,0.000614107596722766,0.0303533925620949
"NM_139252",325.497728739384,-1.1779229961434,0.362304408543071,4.51006527595308e-05,0.00639539124722978
"NM_199115",2351.59193253559,-1.09022229524882,0.491138184798337,0.000797425634571019,0.0355162754939282
"NM_139100",193.291744525929,0.580101002865916,0.221583635853037,0.000492080360231972,0.0256190823295651
"NM_053883",937.024201583476,-1.18616177959305,0.177402525057208,1.17651478664475e-12,2.11321664261175e-09
"NM_053019",2389.81245424164,1.4057291198751,0.335294095517994,1.21428917048831e-06,0.000344378799746118
"NM_053904",2116.5172539103,-0.757536308104781,0.184844097115015,2.30812249410657e-06,0.000565332639067876
"NM_001024277",757.160719828626,0.820174329040541,0.282101748164016,0.000164838362282994,0.0140712759175804
"NM_001130573",32.1945048757907,-0.123686818517661,0.240258810765627,9.08129003902707e-05,0.00984422253447158
"NM_013200",174.980135661696,-2.53240601082682,0.564368030739408,2.83605166132752e-07,9.85939637229892e-05
"NM_017177",787.169979103702,-0.497077631627459,0.198704091188564,0.000790809042162741,0.0355106210307827
"NM_033352",42.4825495844466,-2.35520469563991,0.506922056943066,1.70663602026188e-07,6.34221254840078e-05
"NM_181090",1507.05357415613,-0.895882301872298,0.318727332961595,0.000198451006295451,0.0150613133439864
"NM_001037355",484.867195064218,-1.0308202372125,0.380326471101775,0.000246436411078195,0.0171344851754175
"NM_021750",52.5425189544423,1.40448117809239,0.535562166219988,0.000295488053685221,0.0191835828588291
"NM_001134454",54.2863361679519,2.0040323219051,0.643860171078798,6.53832381458592e-05,0.00809925468388419
"NM_053519",645.893531992615,-1.36129609370107,0.381551911036879,1.43082426221534e-05,0.0026528757066065
"NM_012600",1972.49934409866,0.882590310398853,0.345891053647286,0.000419506123501784,0.023736105518214
"NM_001108181",6886.81847282049,-0.954916971526834,0.358803035851331,0.000291103567893156,0.0190134736435427
"NM_053736",135.962426570359,0.745610125825632,0.355601319238645,0.00134592218797144,0.0491935446476195
"NM_198755",975.858734732007,0.630158657446121,0.189496328141674,5.23016876069105e-05,0.00695870725110709
"NM_024351",147.26706797019,-1.22112407323092,0.294108062104337,1.59058948482267e-06,0.000408137687569855
"NM_001037654",502.939059636253,0.618392922519608,0.216574091445621,0.000241298847635188,0.0169965861500943
"NM_001025411",207.92742663059,-0.674347258967006,0.288880384221654,0.000857169932392343,0.0371865566662373
"NM_012541",56364.906891341,3.6391319218867,0.183985357873852,3.69827090359697e-89,3.98562655280646e-85
"NM_012540",849.045315245574,7.13269401170354,0.501193037923327,3.43714565873089e-47,1.23473729213809e-43
"NM_012815",2413.68464814744,-0.543262363550193,0.176616704208021,0.000136327997729109,0.0124509053519204
"NM_001010921",6055.4903666524,1.61797318610691,0.406102814242038,3.06101704822551e-06,0.000717143059320137
"NM_131907",1587.83537877157,-0.541981634817836,0.199345020262042,0.000396322788483101,0.022849093266516
"NM_001108780",103.61878984508,1.39794980736461,0.391091214041807,1.45234913881213e-05,0.0026528757066065
"NM_130407",408.496012515607,3.41405524474358,0.220916741131008,4.62548440586512e-55,2.49244227210042e-51
"NM_001106880",483.269328431275,-0.544287448008608,0.16093010836514,4.94502078225094e-05,0.00674588467978713
"NM_001134751",162.696161044423,0.898566754675059,0.346846346718135,0.000377775560937848,0.0221265609794956
"NM_022693",244.121053835147,-1.40490553703548,0.485090869612151,0.000128575975312524,0.0118904473301847
"NM_001014269",523.286104091844,-0.793721331460296,0.274464127790546,0.000169379709825786,0.0140712759175804
"NM_053537",2580.04426527044,-0.430274028880375,0.150287930319926,0.000357361016205107,0.02120247131289
"NM_001004082",14583.2857664015,-0.930854659570098,0.221396782654302,1.28723829941194e-06,0.000355706850070832
"NM_053500",36.1553031507234,-1.3283404599316,0.459138752945225,0.000148763063725576,0.0130343051851263
"NM_001110493",913.492659856128,0.699915137833376,0.153329341003522,3.10303338989234e-07,0.000104504346383968
"NM_021740",1066.94039927944,-0.593202097616086,0.240620208096304,0.000701783320999978,0.0325996502173136
"NM_053352",66.6742519576898,1.13939174562184,0.383773129404215,0.000118081843663082,0.0113622145460449
"NM_022184",359.324776306444,-0.398004793225139,0.16004442118951,0.0011403058397709,0.0443950162125176
"NM_001134588",609.701375448994,-0.550404013857992,0.17205480800434,9.03676554743487e-05,0.00984422253447158
"NM_001191585",72.3331637323437,-1.08338099878008,0.339414878690568,5.96602592236527e-05,0.00756421898415653
"NM_053409",1843.48226076237,0.46261666526938,0.17655152202552,0.000647698712678337,0.0311618260113144
"NM_133615",123.737995212332,0.655929100793529,0.278838206623607,0.000857321719877625,0.0371865566662373
"NM_001137622",137.228411076425,0.832685745185158,0.336865396614875,0.000535678962144991,0.0272311895048895
"NM_181377",313.147980358713,-0.997430997071897,0.31427636634237,6.27535062307145e-05,0.00786388996102802
"NM_001135921",176.091999397293,0.746230626241403,0.251557137611095,0.00014532727932185,0.0129546495523798
"NM_053304",602.299630925035,1.45174950304075,0.389826647748096,8.0702925449879e-06,0.00167256812994874
"NM_139096",475.830889993037,0.385243083764677,0.149635791670108,0.000968486368088365,0.0404918665489543
"NM_001017377",56.4623236948343,-0.976471413386363,0.438144461755876,0.000869025837607812,0.0374619658075976
"NM_017306",5842.07312425467,-0.0641105200241332,0.168597684577098,0.000324555232182879,0.0205748925719699
"NM_001109475",155.136527787633,-1.02979541227684,0.457372539342128,0.000778759517010137,0.0351158632419173
"NM_171996",2945.59240524782,-1.00118181276405,0.435341655162623,0.000713881310428928,0.0328782003525323
"NM_001277157",585.630091268972,-0.724246639896221,0.209013469664881,2.80472768780498e-05,0.00431807861306776
"NM_001009622",2457.30566389265,-0.54209170750607,0.234353832236979,0.00107118796921319,0.0433992208428968
"NM_001108275",515.090819982486,-0.786929350937328,0.226927561642324,2.62211803571817e-05,0.00409544435810649
"NM_031731",10889.9927932142,-0.526599643779565,0.211213758896072,0.000760192014481313,0.0344226442859878
"NM_001287624",296.460393544981,0.492252159627163,0.215334178391569,0.00137298270806556,0.0499886305568329
"NM_016987",17.1689355505789,1.92685246350572,0.688536882531871,0.000187049356983565,0.0144067513343497
"NM_017340",11936.0609022076,-1.06983867721034,0.444194591290614,0.000574602165625192,0.0289368576586107
"NM_001107109",477.277908747509,-0.423519683305332,0.173260142364677,0.00115486691796244,0.0443950162125176
"NM_001105897",1684.83626357036,-0.358114013120457,0.131175369450592,0.000685149423351887,0.0322476533293648
"NM_001107095",220.570766202775,-0.551597762077801,0.203778986381189,0.000429653783445119,0.0237455324317336
"NM_031518",25.3966125139983,-1.20207415334963,0.475844799861402,0.000448241621675363,0.0242748741547507
"NM_031699",1927.40406920704,-1.02986038413894,0.239938304750393,8.44591038027413e-07,0.000246004259914093
"NM_053348",376.137617276211,1.10931850649395,0.233256356300867,9.8085976629094e-08,4.06566373127595e-05
"NM_133606",21784.0521807455,-2.10525060825884,1.07594522096356,0.00097437068374962,0.0405436017713114
"NM_017307",2431.68358320266,0.70263803844865,0.301981068147575,0.000884675873412033,0.0378339360625455
"NM_001107078",22.9767741823273,2.31784552830324,0.82700658558677,0.000173021904899906,0.0140712759175804
"NM_012722",590.761978223098,1.08662585667841,0.542415427460492,0.00128307726448471,0.0478407807765044
"NM_147206",806.888630804988,-1.91593898277016,0.362485705769604,5.27433815198178e-09,3.15786345910598e-06
"NM_001001504",388.543629343462,-0.44182822701754,0.162162164897029,0.000515092034517307,0.0264340326475858
"NM_053612",1226.10692119942,-0.489899492521744,0.149882059213684,8.23448890255475e-05,0.00944075392583325
"NM_001039022",336.078616156769,0.578666454924574,0.198879907320534,0.000216677198098139,0.0154644381715473
"NM_001011901",1449.82547248933,-1.28774587003936,0.277120582346413,1.5224642300497e-07,6.07688778046135e-05
"NM_145782",11487.7293839688,-0.85554631923781,0.359053271487009,0.000633757646759576,0.0306959199561638
"NM_001008363",272.574718191701,-0.963109054438618,0.381759086336938,0.000420673299988761,0.023736105518214
"NM_032074",116.243642103589,1.8978036570164,0.699835637962486,0.000208981216828563,0.0154644381715473
"NM_031970",236.068591935998,-2.47675451400457,0.444923305039038,1.10759218901088e-09,7.9576806806468e-07
"NM_001109499",56.4764809139637,0.968388546191099,0.308402850692777,7.4185628891706e-05,0.0089547225050859
"NM_001008289",502.819698334709,-0.467972534804765,0.185376511574794,0.000810925751305496,0.0358169951713907
"NM_001033684",1118.50804659469,-0.465818264498256,0.164457112526643,0.000348522891564801,0.02120247131289
"NM_130430",525.889242062663,0.40790664116719,0.153059293191882,0.000691597091274935,0.0322655491457575
"NM_053922",1900.45149203587,1.31116000042245,0.556530891446902,0.000580379382681864,0.0290918539868021
"NM_001110763",44.3539731553557,-0.994431166225093,0.416008965640854,0.00061681293227232,0.0303533925620949
"NM_001007617",338.30958724247,-0.636175441297185,0.256462635679544,0.000635166572350795,0.0306959199561638
"NM_022242",155.496235476009,-1.83738662539896,0.606293482844934,8.00347218938171e-05,0.00927456126720072
"NM_001004208",1023.74001654892,-0.587283127603683,0.153240285833956,8.49476493884814e-06,0.00172732229709371
"NM_001047878",5941.52256563408,-0.776666287218228,0.296496522805766,0.000391932057202226,0.0228316312457751
"NM_021684",411.570569936693,-0.0392592718206361,0.155226777168152,9.44163218861693e-05,0.00984422253447158
"NM_012844",587.1513708876,1.75077460058399,0.347016083037296,2.03397157954912e-08,1.04381484346671e-05
"NM_001034090",110.927078618232,0.674341045499152,0.234947839721778,0.000211583907664475,0.0154644381715473
"NM_001108343",1971.13920305406,0.431284703658648,0.16345636251513,0.000682794845989849,0.0322476533293648
"NM_017259",296.384465706158,-0.570272693869966,0.206250071390483,0.000333895261754613,0.0208521203214796
"NM_001105962",1052.64153974602,-0.539462298668233,0.199970895588063,0.000424264699898461,0.0237455324317336
"NM_001107184",1065.44625239293,-0.408917868656654,0.148648537211274,0.000535667196987811,0.0272311895048895
"NM_001191595",13.8579130476414,-1.7370251707783,0.798530879960785,0.00100708892717476,0.0412676706013778
"NM_053424",665.890190615197,-1.4972653198641,0.55376805573868,0.000215766908811061,0.0154644381715473
"NM_031507",3281.30621676045,0.589504899945188,0.21204165484922,0.000310468536469724,0.0198810079876276
"NM_001025670",78.1174888548806,-0.0345793093823007,0.153336540621404,0.0012825985138874,0.0478407807765044
"NM_173295",3683.35513784202,1.41520375146473,0.329067835266509,7.75291568799329e-07,0.000232092145470844
"NM_001191676",901.691429557558,0.770703688933882,0.301942742667123,0.000453504180643789,0.0244370727739905
"NM_053801",2947.86869147013,-0.606077568934918,0.167532179037883,1.83075296867707e-05,0.00318226205539239
"NM_001017502",307.838548650253,-0.735235037223077,0.236426992971062,9.29559868604645e-05,0.00984422253447158
"NM_001100507",1600.43366777374,-0.661471480915617,0.245207065730213,0.000335146640947314,0.0208521203214796
"NM_001013992",9.24162023574273,2.11685186080871,0.837668141984839,0.000426754515191555,0.0237455324317336
"NM_053307",478.85244751991,0.609872633775844,0.218516260073649,0.000290256566951512,0.0190134736435427
"NM_017045",593.6804608922,-0.479190487124067,0.157324920299589,0.000176302226505411,0.014074141444806
"NM_145770",9386.28928849752,0.530555459369944,0.219175796181555,0.000920658704598908,0.0390627514152064
"NM_001271541",55.8028166393722,0.742306899125775,0.328823978207413,0.000964768302513146,0.0404918665489543
"NM_001033066",651.033601960335,2.39664820787664,0.484217889846136,3.37003947305802e-08,1.57908327831071e-05
"NM_001012359",20.2893154590132,-1.81569663057371,0.544289972670467,4.25130736698246e-05,0.00619139722891486
"NM_152849",127.680987271979,0.916435072278071,0.361002352706632,0.000428565079971468,0.0237455324317336
"NM_001004099",1042.28984406896,-0.735615717186915,0.34058114969695,0.00114634725974526,0.0443950162125176
"NM_019274",261.427140331439,-0.0226672294736901,0.149993769714576,3.04333975091299e-05,0.00449288664323142
"NM_001007684",76.4092275432543,0.798458398998139,0.340087409824802,0.000744872340275395,0.0338712624942951
"NM_001037180",5517.55855863533,0.739777060637636,0.236313437016484,8.58534904441449e-05,0.00963794860954739
"NM_001025143",732.332824742086,0.497858990484816,0.167438108502298,0.000212746406903494,0.0154644381715473
"NM_001127590",1327.07496087324,-1.32354247422634,0.442380282760629,9.87147738834746e-05,0.00985045479761301
"NM_012922",788.075267421789,-0.427479643115622,0.173736638340772,0.00109028513785453,0.0438432945173817
"NM_001168633",501.473760074804,-1.02066633870507,0.499523532266834,0.00119241773468893,0.0452488941082484
"NM_001100512",5934.07855923731,-0.725212653715049,0.203133640386385,1.9033321066147e-05,0.00325590636714073
"NM_001139491",102.380067416917,-0.802660758777216,0.364901635505862,0.00102752633470366,0.0419456488981111
"NM_001109118",3111.95041527892,-1.11620314692477,0.485659793520862,0.000661392786127676,0.0316792446937687
"NM_053301",83.1749736652743,0.960817747174679,0.375378103727437,0.000398172106470147,0.022849093266516
"NM_001106113",20.826915118848,1.77718371443078,0.46078034607473,5.2829265323359e-06,0.00113868198477968
"NM_001135744",46.5585910062889,-1.07227286613778,0.337446518790499,6.67340460727827e-05,0.00817264561961795
"NM_001170342",910.145052666301,0.632361116411799,0.240895547456826,0.000443673837494831,0.0242714362775726
"NM_001271333",207.931140777403,-1.0882383401792,0.351588642808094,7.79251440177878e-05,0.00912825301173586
"NM_024392",10550.5324746473,-0.588696453902131,0.26314718738325,0.00126546869270316,0.0476851611932236
